"","lon","lat"
"750",5.930778,62.222472
"751",6.551583,62.104528
"752",6.684018,62.339983
"753",7.198278,62.09875
"754",6.259028,62.585
"755",8.147472,62.695
"756",6.983306,62.956222
"757",8.531639,62.66875
"758",7.882472,62.989972
"759",8.699111,62.816667
"760",8.514944,63.382056
"761",9.675241,63.601279
"762",9.826639,63.312889
"763",10.960861,63.4475
"764",11.385,64.112889
"765",10.421583,63.569528
"766",9.502444,63.645806
"767",10.954944,64.607917
"768",11.218306,64.312083
"769",11.860278,64.448444
"770",11.385861,64.6875
"771",12.17,64.959556
"772",11.288278,64.878722
"773",12.960833,65.314139
"774",12.044083,65.214167
"775",12.669222,65.923333
"776",13.200833,65.828333
"777",12.676611,66.071278
"778",14.170833,66.32325
"779",13.0175,66.178333
"780",13.990806,66.7975
"781",13.489139,66.951667
"782",15.4725,67.1
"783",14.31075,67.264139
"784",15.887417,67.579139
"785",14.849917,67.877917
"786",15.864972,67.907889
"787",15.2775,68.062472
"788",16.003222,68.267083
"789",16.516583,67.817028
"790",16.284944,68.376278
"791",17.904944,68.414528
"792",16.455806,68.507472
"793",17.690639,68.670778
"794",18.148222,69.465444
"795",19.549833,69.214583
"796",18.939222,69.624194
"797",19.720028,69.812889
"798",19.646611,69.414556
"799",20.288194,69.97875
"800",19.909917,69.27125
"801",21.235028,70.012083
"802",22.118333,69.73625
"803",21.562528,70.322889
"804",23.468194,69.981222
"805",24.639944,70.992083
"806",25.913667,70.874139
"807",25.152472,70.065389
"808",26.659944,70.967889
"809",26.486111,70.358306
"810",27.091028,70.46325
"811",27.657444,71.131222
"812",28.553806,70.970028
"813",27.854806,70.426972
"814",28.972417,70.884583
"815",31.031167,70.397472
"816",30.182444,70.069556
"817",28.556139,70.172472
"818",29.489833,69.656167
"819",30.298222,69.880389
"820",31.261667,69.557028
"821",32.091722,69.941222
"822",33.130806,69.716667
"823",32.101583,69.742083
"824",32.155028,69.412083
"825",33.499111,69.401667
"826",33.031583,68.882917
"827",33.568222,69.299583
"828",35.306583,69.25125
"829",39.776667,68.149556
"830",41.39075,67.115083
"831",39.111667,66.100917
"832",31.869472,67.139083
"833",33.713056,66.412583
"834",32.976806,66.247472
"835",34.859694,65.86475
"836",34.244556,65.375167
"837",34.7835,64.512111
"838",37.4175,63.781444
"839",38.041972,64.29025
"840",36.533722,64.71475
"841",36.849139,65.152639
"842",38.366556,64.843778
"843",38.003556,64.580611
"844",38.432528,64.807583
"845",40.463639,64.512222
"846",39.70075,65.465639
"847",40.740028,65.98475
"848",42.211028,66.520278
"849",44.106167,65.961944
"850",44.220778,68.269167
"851",43.281583,68.672083
"852",46.545861,68.125
"853",46.693417,67.80675
"854",44.924528,67.424417
"855",46.018972,66.816472
"856",47.560028,66.892556
"857",47.826278,67.577278
"858",49.071806,67.600278
"859",48.59275,67.913222
"860",52.216583,68.57375
"861",52.326583,68.30125
"862",53.873361,68.959583
"863",54.565833,68.978333
"864",53.609192,68.80035
"865",53.218306,68.186222
"866",54.849972,68.139556
"867",55.361639,68.540361
"868",57.303333,68.532083
"869",59.003278,68.993694
"870",59.764944,68.337917
"871",59.944944,68.716194
"872",61.189028,68.808306
"873",60.184194,69.564972
"874",60.844889,69.864583
"875",66.184861,69.077917
"876",65.529139,69.143333
"877",68.258278,68.127083
"878",69.264083,68.937528
"879",68.101583,69.529583
"880",66.807389,69.551667
